ip,label,feat_query_count,feat_ip_count,feat_ns_count,feat_isns_domain,feat_soadomain_count,feat_issoa_domain,feat_duration,feat_ip_duration,feat_ip_query,feat_ip_apexcount,number of whois records,number of inetnums,size of the maximum intentum,size of the minimum intentum,netTypes,number of owners,most recent update,#resolutions,#res_apexes,detected_urls,detected_urls_pos,detected_apexes,detected_fqdns,undetected_urls,undetected_apexes,undetected_fqdns,det_comm_files,undet_comm_files,det_download, undet_download, det_referrer, undet_referrer,subnet,asn
91.197.135.132,1.0,-0.1079804220222334,2.612331896096342,0.3359242382905595,0.0620532057604075,-0.1643694599772435,1.3747662982668507,0.8884686605654435,-2.084486523852228,-0.0184931975019769,-0.546778576416177,0.0932797751804933,-0.1053209523218134,1.611328250259094,1.6127713405360558,3.0,0.0936788381662565,0.1040404436086343,-0.6961806433242544,-0.6191951606558278,-0.5723409600418571,-0.6559979143087298,-0.4826167368767036,-0.4973417134562948,-0.7191122288011348,-0.5936048553158809,-0.6251079081153785,-0.3981276604286983,0.0,-0.2337585630647204,-0.4906736184001433,-0.0669060407810662,-0.0982845326855521,1.9407992542551848,-0.1107838044780904
152.136.156.120,1.0,-0.1090555564817688,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,-0.9359294097094876,-5.47735617744266,0.2850300088604565,-0.0184926577665781,-0.5483758914165449,-0.888134640861691,-0.1053209523218134,-0.7514684204712566,-0.7477468757162261,8.0,-0.8896071423929532,-0.2740427209785195,-0.6937689906838231,-0.6159212796196184,-0.5206830303496087,0.4664005368229256,-0.4140644700972098,-0.4430215428902062,-0.7191122288011348,-0.5936048553158809,-0.6251079081153785,-0.3981276604286983,0.0,-0.2337585630647204,-0.4054124269972873,-0.0669060407810662,-0.0982845326855521,-0.6280560275435407,1.4270734043404536
137.184.35.63,1.0,-0.109053111257696,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,-0.9359294097094876,-0.6775055324304577,0.1798611175487808,-0.0184930332346816,-0.546778576416177,0.0932797751804933,-0.1053209523218134,-0.7514684204712566,-0.7477468757162261,4.0,0.0936788381662565,0.9498216749520898,-0.6792990748412351,-0.6060996365109901,-0.5206830303496087,0.8405333538668108,-0.4140644700972098,-0.4430215428902062,-0.6960613415805591,-0.5554493321487757,-0.5914456684098596,-0.3981276604286983,0.0,-0.2337585630647204,-0.4054124269972873,-0.0669060407810662,-0.0982845326855521,-0.7452839207459023,-0.6291626389113075
23.224.97.222,1.0,-0.1090567790938053,-0.3697740530061063,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,1.3747662982668507,-2.63607050427156,-2.336816012129994,-0.0184935260365675,-0.5483758914165449,-0.888134640861691,-0.1053209523218134,-0.7422025511742748,-0.7384899415348447,4.0,-0.8896071423929532,-0.1784237312664266,-0.6744757695603725,-0.5962779934023617,-0.4948540655034845,0.7158224148521823,-0.4140644700972098,-0.4430215428902062,-0.6730104543599834,-0.5172938089816704,-0.5577834287043406,-0.3981276604286983,0.0,-0.2337585630647204,-0.3627818312958594,-0.0669060407810662,0.109522362905624,0.402324687405581,1.2086370401453246
167.71.166.90,1.0,-0.1090126122339893,-0.3749829716944948,-0.048965821407039,0.0620532057604075,-0.1643694599772435,-0.9359294097094876,0.914501322067192,0.5120624144426825,-0.0184930684348163,-0.5483758914165449,2.056108607264862,-0.1053209523218134,-0.7514684204712566,-0.7477468757162261,4.0,2.060250799284676,0.9498216749520898,-0.6937689906838231,-0.6159212796196184,-0.5206830303496087,3.085330256130122,-0.4140644700972098,-0.4430215428902062,-0.7191122288011348,-0.5936048553158809,-0.6251079081153785,-0.3981276604286983,0.0,-0.2337585630647204,-0.4480430226987153,-0.0669060407810662,0.109522362905624,-0.486125916061971,-0.6291626389113075
45.61.184.118,1.0,-0.1089368102877306,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,-0.9359294097094876,0.3186146076863219,-1.3696507805638285,-0.0184935847034586,-0.5483758914165449,-0.888134640861691,-0.1053209523218134,-0.7584178224439929,-0.7546895763522623,4.0,-0.8896071423929532,-0.5480613626389084,-0.6913573380433918,-0.612647398583409,-0.417367170965112,2.0252872745057804,-0.3455122033177161,-0.3887013723241175,-0.7191122288011348,-0.5936048553158809,-0.6251079081153785,-0.3981276604286983,0.0,-0.1397655473798329,-0.4480430226987153,-0.0669060407810662,0.109522362905624,1.166833624981587,1.781135928991066
183.211.83.147,1.0,-0.048506917989621,-0.3437294595641635,1.4905944173833554,0.0620532057604075,-0.1643694599772435,-0.9359294097094876,0.3423615910015487,-2.860845200310733,-0.018493502569811,-0.5483758914165449,-0.888134640861691,-0.1053209523218134,1.611328250259094,1.6127713405360558,0.0,-0.8896071423929532,-2.2823132162298605,-0.6961806433242544,-0.6191951606558278,-0.5206830303496087,0.2793341283009831,-0.4140644700972098,-0.4430215428902062,-0.7191122288011348,-0.5936048553158809,-0.6251079081153785,-0.3981276604286983,0.0,-0.2337585630647204,-0.4906736184001433,-0.0669060407810662,-0.0982845326855521,-0.2597394146470987,1.864272157154884
45.55.167.181,1.0,-0.1089788375764829,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,-0.9359294097094876,-0.1605329797426275,0.1325174914114376,-0.0184873308128593,-0.5483758914165449,1.0746941912226775,-0.1053209523218134,-0.7514684204712566,-0.7477468757162261,4.0,1.076964818725466,0.9498216749520898,-0.6913573380433918,-0.6159212796196184,2.010555524570561,0.5636750692543357,-0.3455122033177161,-0.3343812017580289,0.2259741472424674,-0.5172938089816704,-0.5577834287043406,-0.3981276604286983,0.0,-0.2337585630647204,-0.3627818312958594,-0.0669060407810662,0.7329430496791526,1.1629106129114222,-0.6291626389113075
177.22.35.126,1.0,-0.1085842395417252,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,1.3747662982668507,0.971654738551514,-2.861372093847747,-0.0184936199035933,-0.5483758914165449,-0.888134640861691,-0.1053209523218134,1.611328250259094,1.6127713405360558,2.0,-0.8896071423929532,-0.2302348636972975,-0.6961806433242544,-0.6191951606558278,-0.5206830303496087,1.2146661709106958,-0.4140644700972098,-0.4430215428902062,-0.7191122288011348,-0.5936048553158809,-0.6251079081153785,-0.3981276604286983,0.0,-0.2337585630647204,-0.4906736184001433,0.6766658869957393,0.109522362905624,-0.3893423377943701,1.756358072754007
220.133.204.15,1.0,-0.1084754270704829,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,1.3747662982668507,0.3402110667905347,-2.861372836998011,-0.0184936316369716,-0.5483758914165449,-0.888134640861691,-0.1053209523218134,1.611328250259094,1.6127713405360558,0.0,-0.8896071423929532,-2.9203059761413,-0.6937689906838231,-0.6159212796196184,-0.5206830303496087,0.0922677197790405,-0.4140644700972098,-0.4430215428902062,-0.7191122288011348,-0.5936048553158809,-0.6251079081153785,-0.3981276604286983,0.0,-0.2337585630647204,-0.4054124269972873,-0.0669060407810662,0.109522362905624,0.2791006456732114,0.8800044205801151
144.91.87.106,1.0,-0.1090604469299146,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,-0.9359294097094876,-5.932485518453595,0.3478990348750069,-0.0184843505347876,-0.5483758914165449,-0.888134640861691,-0.1053209523218134,-0.7584178224439929,-0.7546895763522623,9.0,-0.8896071423929532,0.1334290751373757,-0.6889456854029604,-0.6093735175471995,-0.4948540655034845,-0.2818650972648446,-0.3455122033177161,-0.3887013723241175,-0.7191122288011348,-0.5936048553158809,-0.6251079081153785,-0.3981276604286983,0.0,-0.2337585630647204,-0.4906736184001433,-0.0669060407810662,-0.0982845326855521,-0.6844931808618864,1.686262821557062
161.35.15.73,1.0,-0.1090460048252342,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,1.3747662982668507,0.1883400249963245,0.3890363654428388,-0.0184913318948375,-0.546778576416177,1.0746941912226775,-0.1053209523218134,-0.7514684204712566,-0.7477468757162261,4.0,1.076964818725466,0.9498216749520898,-0.6575942010773531,-0.5995518744385712,-0.4690251006573603,0.934066558127782,-0.3455122033177161,-0.3887013723241175,-0.6960613415805591,-0.5554493321487757,-0.5914456684098596,-0.3981276604286983,0.0,-0.2337585630647204,-0.4054124269972873,-0.0669060407810662,1.148556840861505,-0.5419730228494382,-0.6291626389113075
104.236.5.183,1.0,-0.1090540282167233,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,-0.9359294097094876,0.2021711002073344,0.3206506873035572,-0.018493103634951,-0.5483758914165449,1.0746941912226775,-0.1053209523218134,-0.7514684204712566,-0.7477468757162261,4.0,1.076964818725466,0.9498216749520898,-0.6841223801220978,-0.6093735175471995,-0.5206830303496087,0.4664005368229256,-0.4140644700972098,-0.4430215428902062,-0.7191122288011348,-0.5936048553158809,-0.6251079081153785,-0.3981276604286983,0.0,-0.2337585630647204,-0.3627818312958594,-0.0669060407810662,-0.0982845326855521,-1.1346030007009091,-0.6291626389113075
62.197.194.60,1.0,-0.1090393568722861,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,1.3747662982668507,0.1668457671315419,0.1022259435098431,-0.0184841158672228,-0.5483758914165449,-0.888134640861691,-0.1053209523218134,1.611328250259094,1.6127713405360558,3.0,-0.8896071423929532,0.0561487273996173,-0.6913573380433918,-0.6159212796196184,-0.5206830303496087,0.4664005368229256,-0.4140644700972098,-0.4430215428902062,-0.7191122288011348,-0.5936048553158809,-0.6251079081153785,-0.3981276604286983,0.0,-0.2337585630647204,-0.4906736184001433,-0.0669060407810662,-0.0982845326855521,1.628393536960359,1.84927503364298
5.252.176.53,1.0,-0.1090598356238964,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,-0.9359294097094876,-2.985965998980705,-1.3330236289468262,-0.0184935260365675,-0.5483758914165449,-0.888134640861691,-0.1053209523218134,1.611328250259094,1.6127713405360558,3.0,-0.8896071423929532,0.0380705373244222,-0.6744757695603725,-0.5962779934023617,-0.3657092412728636,1.354965977302153,-0.2769599365382223,-0.3343812017580289,-0.7191122288011348,-0.5936048553158809,-0.6251079081153785,-0.3981276604286983,0.0,-0.2337585630647204,-0.3201512355944315,-0.0669060407810662,-0.0982845326855521,1.2309892248119636,1.1740784511831102
104.248.232.207,1.0,-0.1090306457615266,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,-0.9359294097094876,0.8810729204073784,0.5305581859241849,-0.0184930919015728,-0.5483758914165449,1.0746941912226775,-0.1053209523218134,-0.7514684204712566,-0.7477468757162261,4.0,1.076964818725466,0.9498216749520898,-0.6889456854029604,-0.6159212796196184,-0.4948540655034845,1.5887989879545812,-0.3455122033177161,-0.3887013723241175,-0.6730104543599834,-0.5554493321487757,-0.5914456684098596,-0.3981276604286983,0.0,-0.2337585630647204,-0.4906736184001433,-0.0669060407810662,0.109522362905624,-1.1261828772332387,-0.6291626389113075
185.70.186.174,1.0,-0.1079188329408983,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,-0.9359294097094876,0.3433449197491561,0.1488774490348604,-0.018493502569811,-0.5483758914165449,-0.888134640861691,-0.1053209523218134,1.611328250259094,1.6127713405360558,3.0,-0.8896071423929532,-0.9064169337596366,-0.3730191895064558,-0.2590682466727878,-0.3140513115806153,4.095488862148612,-0.2769599365382223,-0.3343812017580289,-0.7191122288011348,-0.5936048553158809,-0.6251079081153785,0.1318814919612796,0.0,-0.1397655473798329,-0.3201512355944315,-0.0669060407810662,-0.0982845326855521,-0.1725241585018507,1.9086114788422537
203.190.55.203,1.0,-0.1083768539750458,-0.3697740530061063,-0.048965821407039,0.0620532057604075,-0.1643694599772435,1.3747662982668507,0.9550279341085968,0.7115326153253926,-0.0157963391815142,-0.5483758914165449,0.0932797751804933,-0.1053209523218134,1.611328250259094,1.6127713405360558,0.0,0.0936788381662565,-1.574871843486363,-0.6937689906838231,-0.6159212796196184,-0.5206830303496087,1.5887989879545812,-0.4140644700972098,-0.4430215428902062,-0.6960613415805591,-0.5554493321487757,-0.5914456684098596,-0.3981276604286983,0.0,-0.2337585630647204,-0.4480430226987153,-0.0669060407810662,-0.0982845326855521,0.1534047873925672,0.2351281095682259
165.22.234.248,1.0,-0.1089742527813463,-0.3801918903828834,-0.8187459408022363,0.0620532057604075,-0.1643694599772435,-0.9359294097094876,0.3068528687858436,0.3749487136092751,-0.0184869788115122,-0.5483758914165449,2.056108607264862,-0.1053209523218134,-0.7514684204712566,-0.7477468757162261,4.0,2.060250799284676,0.9498216749520898,-0.6889456854029604,-0.612647398583409,-0.5206830303496087,2.524131030564294,-0.4140644700972098,-0.4430215428902062,-0.4886033565953781,-0.5554493321487757,-0.5577834287043406,-0.3981276604286983,0.0,-0.2337585630647204,-0.4480430226987153,0.3048799231073365,-0.0982845326855521,-0.5006059768737984,-0.6291626389113075
185.220.101.50,1.0,-0.1079886746534793,-0.3801918903828834,-0.048965821407039,0.0620532057604075,-0.1643694599772435,0.2194184442786815,0.9676887096129492,0.7204989709745516,-0.0178450456882661,-0.546778576416177,5.000351855391416,-0.1053209523218134,1.611328250259094,1.6127713405360558,3.0,5.010108740962305,0.6601134198377786,-0.6865340327625291,-0.6060996365109901,1.4939762276480772,1.911488542654932,-0.4140644700972098,-0.3887013723241175,-0.6960613415805591,-0.5554493321487757,-0.5914456684098596,0.4172710355558831,0.0,-0.2337585630647204,-0.4054124269972873,7.368813236986989,18.604336070520308,-0.1886467812780158,2.0488019812361418
